,Cell Type
18885,Monocytes
18886,Monocytes
18887,NK
18888,Monocytes
18889,NK
18890,T Cells
18891,CD8 T Cells
18892,NK
18893,T Cells
18894,Monocytes
18895,T Cells 
18896,NK
18897,Monocytes
18898,None
18899,NK
18900,Monocytes
18901,CD8 T Cells
18902,Monocytes
18903,Monocytes
18904,CD8 T Cells
18905,NK
18906,CD8 T Cells
18907,Monocytes
18908,Monocytes
18909,Monocytes
18910,NK
18911,NK
18912,Monocytes
18913,Dendritic Cells
18914,NK
18915,NK
18916,Dendritic Cells
18917,CD8 T Cells
18918,Monocytes
18919,Monocytes
18920,Monocytes
18921,NK
18922,T Cells
18923,Monocytes
18924,Monocytes
18925,Monocytes
18926,Monocytes
18927,Monocytes
18928,Monocytes
18929,T Cells
18930,Monocytes
18931,Monocytes
18932,B Cells
18933,Monocytes
18934,NK
18935,CD8 T Cells
18936,CD8 T Cells
18937,NK
18938,CD8 T Cells
18939,Monocytes
18940,Monocytes
18941,T Cells
18942,Monocytes
18943,NK
18944,Monocytes
18945,Monocytes
18946,Monocytes
18947,Dendritic Cells
18948,CD8 T Cells
18949,CD8 T Cells
18950,Monocytes
18951,Monocytes
18952,Monocytes
18953,NK
18954,CD8 T Cells
18955,Monocytes
18956,Monocytes
18957,Monocytes
18958,NK
18959,Monocytes
18960,NK
18961,Monocytes
18962,CD8 T Cells
18963,Monocytes
18964,Monocytes
18965,T Cells
18966,NK
18967,T Cells
18968,Monocytes
18969,NK
18970,T Cells 
18971,Monocytes
18972,CD8 T Cells
18973,NK
18974,T Cells
18975,Monocytes
18976,NK
18977,CD8 T Cells
18978,Monocytes
18979,Monocytes
18980,Monocytes
18981,Monocytes
18982,Monocytes
18983,NK
18984,Monocytes
18985,Monocytes
18986,NK
18987,NK
18988,NK
18989,CD8 T Cells
18990,NK
18991,NK
18992,CD8 T Cells
18993,Monocytes
18994,Dendritic Cells
18995,Monocytes
18996,T Cells 
18997,Monocytes
18998,NK
18999,T Cells 
19000,Monocytes
19001,CD8 T Cells
19002,NK
19003,NK
19004,T Cells
19005,NK
19006,Monocytes
19007,CD8 T Cells
19008,NK
19009,NK
19010,T Cells
19011,NK
19012,Monocytes
19013,NK
19014,NK
19015,NK
19016,NK
19017,CD8 T Cells
19018,Monocytes
19019,T Cells
19020,NK
19021,Monocytes
19022,Dendritic Cells
19023,NK
19024,CD8 T Cells
19025,Monocytes
19026,CD8 T Cells
19027,T helpers
19028,T Cells 
19029,Monocytes
19030,Monocytes
19031,T helpers
19032,NK
19033,T Cells 
19034,T Cells
19035,Monocytes
19036,NK
19037,CD8 T Cells
19038,Dendritic Cells
19039,Monocytes
19040,Monocytes
19041,Monocytes
19042,NK
19043,Monocytes
19044,Monocytes
19045,Monocytes
19046,NK
19047,NK
19048,Monocytes
19049,NK
19050,CD8 T Cells
19051,Monocytes
19052,NK
19053,NK
19054,Monocytes
19055,NK
19056,Monocytes
19057,NK
19058,Dendritic Cells
19059,Monocytes
19060,Monocytes
19061,Monocytes
19062,NK
19063,Monocytes
19064,Monocytes
19065,T Cells
19066,Monocytes
19067,Monocytes
19068,Monocytes
19069,T Cells
19070,CD8 T Cells
19071,T Cells
19072,B Cells
19073,Monocytes
19074,Monocytes
19075,Monocytes
19076,NK
19077,Monocytes
19078,T Cells
19079,Monocytes
19080,T Cells
19081,NK
19082,Monocytes
19083,Monocytes
19084,Monocytes
19085,T Cells 
19086,Monocytes
19087,Monocytes
19088,NK
19089,NK
19090,Monocytes
19091,CD8 T Cells
19092,Monocytes
19093,CD8 T Cells
19094,Monocytes
19095,NK
19096,T Cells
19097,CD8 T Cells
19098,CD8 T Cells
19099,Monocytes
19100,Monocytes
19101,Monocytes
19102,Monocytes
19103,Dendritic Cells
19104,Monocytes
19105,Monocytes
19106,Monocytes
19107,CD8 T Cells
19108,Monocytes
19109,CD8 T Cells
19110,Monocytes
19111,Monocytes
19112,T Cells
19113,Monocytes
19114,Monocytes
19115,Monocytes
19116,Monocytes
19117,Monocytes
19118,T Cells
19119,Monocytes
19120,T Cells
19121,Monocytes
19122,NK
19123,Monocytes
19124,Monocytes
19125,Monocytes
19126,NK
19127,T Cells
19128,Monocytes
19129,NK
19130,NK
19131,Monocytes
19132,NK
19133,Monocytes
19134,NK
19135,Monocytes
19136,Dendritic Cells
19137,NK
19138,NK
19139,CD8 T Cells
19140,Monocytes
19141,Monocytes
19142,NK
19143,Monocytes
19144,Monocytes
19145,Monocytes
19146,T Cells 
19147,Monocytes
19148,Monocytes
19149,CD8 T Cells
19150,Monocytes
19151,Monocytes
19152,NK
19153,Monocytes
19154,Monocytes
19155,T Cells
19156,NK
19157,Monocytes
19158,NK
19159,Monocytes
19160,Monocytes
19161,NK
19162,T Cells
19163,CD8 T Cells
19164,Monocytes
19165,CD8 T Cells
19166,Monocytes
19167,Monocytes
19168,Monocytes
19169,T Cells
19170,Monocytes
19171,Monocytes
19172,CD8 T Cells
19173,Monocytes
19174,T Cells 
19175,NK
19176,NK
19177,CD8 T Cells
19178,Monocytes
19179,NK
19180,Monocytes
19181,T Cells
19182,NK
19183,Monocytes
19184,T Cells 
19185,NK
19186,B Cells
19187,T Cells 
19188,Monocytes
19189,Monocytes
19190,Monocytes
19191,Dendritic Cells
19192,Monocytes
19193,Dendritic Cells
19194,Monocytes
19195,T Cells
19196,NK
19197,Monocytes
19198,Monocytes
19199,Monocytes
19200,Monocytes
19201,Monocytes
19202,CD8 T Cells
19203,T Cells 
19204,NK
19205,Monocytes
19206,NK
19207,NK
19208,NK
19209,Monocytes
19210,Monocytes
19211,Monocytes
19212,Monocytes
19213,Monocytes
19214,T Cells
19215,Monocytes
19216,Monocytes
19217,NK
19218,Monocytes
19219,NK
19220,T Cells
19221,T Cells
19222,CD8 T Cells
19223,T Cells
19224,NK
19225,Monocytes
19226,T Cells
19227,Monocytes
19228,Monocytes
19229,CD8 T Cells
19230,Monocytes
19231,NK
19232,CD8 T Cells
19233,T Cells
19234,Monocytes
19235,CD8 T Cells
19236,Monocytes
19237,NK
19238,CD8 T Cells
19239,Monocytes
19240,NK
19241,Monocytes
19242,CD8 T Cells
19243,NK
19244,Monocytes
19245,NK
19246,T Cells 
19247,T Cells
19248,Monocytes
19249,Monocytes
19250,T Cells
19251,Monocytes
19252,Monocytes
19253,T Cells 
19254,NK
19255,NK
19256,T Cells
19257,NK
19258,Monocytes
19259,Dendritic Cells
19260,Monocytes
19261,NK
19262,NK
19263,NK
19264,Monocytes
19265,Dendritic Cells
19266,Monocytes
19267,Monocytes
19268,Monocytes
19269,NK
19270,Dendritic Cells
19271,NK
19272,Monocytes
19273,Monocytes
19274,Monocytes
19275,NK
19276,B Cells
19277,CD8 T Cells
19278,NK
19279,NK
19280,B Cells
19281,Monocytes
19282,Monocytes
19283,CD8 T Cells
19284,NK
19285,T Cells 
19286,Monocytes
19287,NK
19288,CD8 T Cells
19289,NK
19290,CD8 T Cells
19291,None
19292,Monocytes
19293,Monocytes
19294,CD8 T Cells
19295,CD8 T Cells
19296,NK
19297,Monocytes
19298,CD8 T Cells
19299,Monocytes
19300,Monocytes
19301,NK
19302,CD8 T Cells
19303,NK
19304,Monocytes
19305,Monocytes
19306,Monocytes
19307,CD8 T Cells
19308,T Cells
19309,Monocytes
19310,NK
19311,Monocytes
19312,NK
19313,T Cells
19314,T Cells 
19315,Monocytes
19316,NK
19317,NK
19318,NK
19319,Monocytes
19320,Monocytes
19321,Monocytes
19322,T Cells 
19323,Monocytes
19324,NK
19325,NK
19326,Monocytes
19327,CD8 T Cells
19328,Monocytes
19329,NK
19330,T Cells
19331,Monocytes
19332,NK
19333,Monocytes
19334,NK
19335,Monocytes
19336,T Cells
19337,NK
19338,Dendritic Cells
19339,CD8 T Cells
19340,Monocytes
19341,T Cells
19342,Monocytes
19343,T Cells
19344,Monocytes
19345,T Cells 
19346,NK
19347,NK
19348,T Cells
19349,Monocytes
19350,NK
19351,CD8 T Cells
19352,Monocytes
19353,Monocytes
19354,CD8 T Cells
19355,NK
19356,CD8 T Cells
19357,Monocytes
19358,T Cells
19359,Monocytes
19360,Monocytes
19361,Dendritic Cells
19362,NK
19363,T Cells
19364,Monocytes
19365,Monocytes
19366,Monocytes
19367,NK
19368,Monocytes
19369,Monocytes
19370,Monocytes
19371,NK
19372,Monocytes
19373,Monocytes
19374,T Cells
19375,T Cells 
19376,CD8 T Cells
19377,CD8 T Cells
19378,NK
19379,CD8 T Cells
19380,CD8 T Cells
19381,NK
19382,B Cells
19383,Monocytes
19384,Monocytes
19385,Monocytes
19386,Monocytes
19387,T Cells
19388,Monocytes
19389,Monocytes
19390,NK
19391,Monocytes
19392,Monocytes
19393,T Cells
19394,T Cells
19395,Dendritic Cells
19396,NK
19397,Monocytes
19398,NK
19399,T Cells
19400,Monocytes
19401,Monocytes
19402,Monocytes
19403,T Cells
19404,Dendritic Cells
19405,T Cells 
19406,T Cells 
19407,NK
19408,T Cells
19409,Monocytes
19410,B Cells
19411,Monocytes
19412,Monocytes
19413,T Cells 
19414,Monocytes
19415,Monocytes
19416,Monocytes
19417,B Cells
19418,T Cells
19419,Monocytes
19420,B Cells
19421,T Cells 
19422,Monocytes
19423,Dendritic Cells
19424,Monocytes
19425,T Cells 
19426,T Cells
19427,T Cells 
19428,Monocytes
19429,Monocytes
19430,NK
19431,CD8 T Cells
19432,NK
19433,CD8 T Cells
19434,T Cells
19435,Monocytes
19436,Monocytes
19437,CD8 T Cells
19438,Monocytes
19439,NK
19440,NK
19441,CD8 T Cells
19442,Monocytes
19443,NK
19444,B Cells
19445,Monocytes
19446,T Cells
19447,Monocytes
19448,NK
19449,Monocytes
19450,T Cells
19451,T helpers
19452,NK
19453,Monocytes
19454,CD8 T Cells
19455,NK
19456,Monocytes
19457,Monocytes
19458,Monocytes
19459,NK
19460,Monocytes
19461,NK
19462,NK
19463,T Cells
19464,NK
19465,T Cells
19466,CD8 T Cells
19467,NK
19468,NK
19469,Monocytes
19470,NK
19471,Monocytes
19472,NK
19473,NK
19474,T Cells
19475,Monocytes
19476,NK
19477,Monocytes
19478,T Cells
19479,Monocytes
19480,Monocytes
19481,NK
19482,Monocytes
19483,Monocytes
19484,Monocytes
19485,NK
19486,Monocytes
19487,NK
19488,NK
19489,Monocytes
19490,Monocytes
19491,Monocytes
19492,Monocytes
19493,Monocytes
19494,NK
19495,Monocytes
19496,NK
19497,Monocytes
19498,Monocytes
19499,NK
19500,Monocytes
19501,NK
19502,NK
19503,CD8 T Cells
19504,Monocytes
19505,CD8 T Cells
19506,NK
19507,Monocytes
19508,Monocytes
19509,Monocytes
19510,Monocytes
19511,Monocytes
19512,Monocytes
19513,NK
19514,NK
19515,CD8 T Cells
19516,T Cells
19517,Monocytes
19518,Monocytes
19519,Monocytes
19520,CD8 T Cells
19521,Monocytes
19522,NK
19523,CD8 T Cells
19524,NK
19525,NK
19526,NK
19527,Monocytes
19528,Monocytes
19529,Monocytes
19530,Monocytes
19531,Monocytes
19532,NK
19533,Monocytes
19534,Monocytes
19535,Monocytes
19536,T Cells
19537,Monocytes
19538,NK
19539,NK
19540,Monocytes
19541,Monocytes
19542,CD8 T Cells
19543,Monocytes
19544,NK
19545,Monocytes
19546,Monocytes
19547,Monocytes
19548,Monocytes
19549,Monocytes
19550,T Cells
19551,NK
19552,Monocytes
19553,Monocytes
19554,Monocytes
19555,T Cells 
19556,Monocytes
19557,NK
19558,Monocytes
19559,Monocytes
19560,T Cells
19561,NK
19562,Monocytes
19563,T helpers
19564,Monocytes
19565,Monocytes
19566,Monocytes
19567,NK
19568,Monocytes
19569,Monocytes
19570,Monocytes
19571,Monocytes
19572,Monocytes
19573,CD8 T Cells
19574,B Cells
19575,Monocytes
19576,NK
19577,Monocytes
19578,Monocytes
19579,Monocytes
19580,T Cells 
19581,Monocytes
19582,Monocytes
19583,T helpers
19584,Monocytes
19585,Monocytes
19586,T helpers
19587,Monocytes
19588,Monocytes
19589,CD8 T Cells
19590,CD8 T Cells
19591,Monocytes
19592,NK
19593,Monocytes
19594,Monocytes
19595,T Cells
19596,NK
19597,T helpers
19598,NK
19599,Monocytes
19600,CD8 T Cells
19601,Monocytes
19602,Monocytes
19603,Monocytes
19604,Monocytes
19605,Monocytes
19606,T Cells
19607,CD8 T Cells
19608,NK
19609,CD8 T Cells
19610,Monocytes
19611,Monocytes
19612,Monocytes
19613,Monocytes
19614,Monocytes
19615,Monocytes
19616,Monocytes
19617,T helpers
19618,Monocytes
19619,Monocytes
19620,Monocytes
19621,T Cells 
19622,CD8 T Cells
19623,NK
19624,Monocytes
19625,T Cells
19626,NK
19627,Monocytes
19628,Monocytes
19629,CD8 T Cells
19630,NK
19631,Monocytes
19632,Monocytes
19633,NK
19634,Monocytes
19635,Monocytes
19636,Monocytes
19637,Monocytes
19638,Monocytes
19639,T helpers
19640,NK
19641,T Cells 
19642,Monocytes
19643,CD8 T Cells
19644,NK
19645,Monocytes
19646,Monocytes
19647,NK
19648,Monocytes
19649,Monocytes
19650,NK
19651,NK
19652,NK
19653,NK
19654,T Cells
19655,T Cells
19656,Monocytes
19657,Monocytes
19658,Monocytes
19659,NK
19660,Monocytes
19661,NK
19662,T Cells
19663,Monocytes
19664,Monocytes
19665,NK
19666,CD8 T Cells
19667,Monocytes
19668,NK
19669,NK
19670,T Cells 
19671,Monocytes
19672,Monocytes
19673,NK
19674,Monocytes
19675,Monocytes
19676,Monocytes
19677,Monocytes
19678,Monocytes
19679,Monocytes
19680,Monocytes
19681,Monocytes
19682,Monocytes
19683,Monocytes
19684,NK
19685,T Cells 
19686,CD8 T Cells
19687,Monocytes
19688,Monocytes
19689,Monocytes
19690,Monocytes
19691,NK
19692,NK
19693,Monocytes
19694,Monocytes
19695,Monocytes
19696,Monocytes
19697,B Cells
19698,NK
19699,T Cells
19700,Monocytes
19701,NK
19702,NK
19703,T Cells 
19704,NK
19705,Monocytes
19706,T Cells 
19707,NK
19708,NK
19709,Monocytes
19710,NK
19711,Monocytes
19712,CD8 T Cells
19713,NK
19714,Monocytes
19715,Monocytes
19716,NK
19717,T Cells
19718,Monocytes
19719,NK
19720,Dendritic Cells
19721,NK
19722,NK
19723,Monocytes
19724,Monocytes
19725,Monocytes
19726,Monocytes
19727,NK
19728,B Cells
19729,NK
19730,Monocytes
19731,Monocytes
19732,NK
19733,NK
19734,NK
19735,Monocytes
19736,Monocytes
19737,T Cells
19738,NK
19739,Monocytes
19740,Monocytes
19741,NK
19742,T Cells 
19743,CD8 T Cells
19744,CD8 T Cells
19745,Monocytes
19746,NK
19747,Monocytes
19748,Monocytes
19749,CD8 T Cells
19750,T Cells
19751,Monocytes
19752,Monocytes
19753,Monocytes
19754,Dendritic Cells
19755,Monocytes
19756,Monocytes
19757,NK
19758,Monocytes
19759,Monocytes
19760,Monocytes
19761,NK
19762,Monocytes
19763,Monocytes
19764,Monocytes
19765,NK
19766,NK
19767,Monocytes
19768,Monocytes
19769,Monocytes
19770,T Cells
19771,Monocytes
19772,Monocytes
19773,Monocytes
19774,NK
19775,Monocytes
19776,Monocytes
19777,Monocytes
19778,Monocytes
19779,Monocytes
19780,T Cells 
19781,Monocytes
19782,Monocytes
19783,NK
19784,Monocytes
19785,Monocytes
19786,T Cells
19787,CD8 T Cells
19788,Monocytes
19789,T Cells
19790,T helpers
19791,NK
19792,NK
19793,Dendritic Cells
19794,NK
19795,Monocytes
19796,Monocytes
19797,NK
19798,Monocytes
19799,Monocytes
19800,NK
19801,T Cells
19802,Monocytes
19803,Monocytes
19804,Monocytes
19805,NK
19806,Monocytes
19807,Monocytes
19808,Dendritic Cells
19809,CD8 T Cells
19810,T helpers
19811,Monocytes
19812,CD8 T Cells
19813,Monocytes
19814,NK
19815,Monocytes
19816,Monocytes
19817,NK
19818,NK
19819,T helpers
19820,Monocytes
19821,Monocytes
19822,Monocytes
19823,NK
19824,Monocytes
19825,Monocytes
19826,Monocytes
19827,Dendritic Cells
19828,NK
19829,Monocytes
19830,Monocytes
19831,Monocytes
19832,Monocytes
19833,Monocytes
19834,Monocytes
19835,Monocytes
19836,Monocytes
19837,T Cells
19838,NK
19839,Monocytes
19840,T Cells
19841,Monocytes
19842,T helpers
19843,NK
19844,Monocytes
19845,B Cells
19846,NK
19847,Monocytes
19848,Monocytes
19849,Monocytes
19850,Monocytes
19851,T Cells 
19852,T Cells 
19853,Monocytes
19854,Monocytes
19855,Monocytes
19856,CD8 T Cells
19857,T Cells
19858,T Cells 
19859,NK
19860,NK
19861,NK
19862,NK
19863,Monocytes
19864,T Cells
19865,Monocytes
19866,NK
19867,Monocytes
19868,T Cells 
19869,Monocytes
19870,Monocytes
19871,Monocytes
19872,Monocytes
19873,Monocytes
19874,Monocytes
19875,Monocytes
19876,T Cells
19877,Monocytes
19878,Monocytes
19879,Monocytes
19880,CD8 T Cells
19881,T Cells
19882,Monocytes
19883,T Cells
19884,Monocytes
19885,Monocytes
19886,Monocytes
19887,Monocytes
19888,T Cells
19889,Monocytes
19890,Monocytes
19891,T Cells 
19892,Monocytes
19893,NK
19894,Monocytes
19895,Monocytes
19896,Monocytes
19897,Monocytes
19898,Monocytes
19899,Monocytes
19900,Monocytes
19901,NK
19902,Monocytes
19903,Monocytes
19904,Monocytes
19905,NK
19906,NK
19907,NK
19908,Monocytes
19909,Monocytes
19910,T Cells
19911,Monocytes
19912,Monocytes
19913,Monocytes
19914,CD8 T Cells
19915,NK
19916,T Cells
19917,Monocytes
19918,T Cells
19919,Monocytes
19920,Monocytes
19921,T Cells
19922,NK
19923,CD8 T Cells
19924,Monocytes
19925,Monocytes
19926,NK
19927,T Cells 
19928,NK
19929,Monocytes
19930,Monocytes
19931,Monocytes
19932,Monocytes
19933,Monocytes
19934,T Cells 
19935,CD8 T Cells
19936,NK
19937,Monocytes
19938,Monocytes
19939,B Cells
19940,Monocytes
19941,Monocytes
19942,Monocytes
19943,Monocytes
19944,T Cells 
19945,Dendritic Cells
19946,CD8 T Cells
19947,Monocytes
19948,NK
19949,Monocytes
19950,Monocytes
19951,Monocytes
19952,Monocytes
19953,NK
19954,T Cells
19955,Dendritic Cells
19956,NK
19957,Monocytes
19958,Monocytes
19959,Monocytes
19960,NK
19961,NK
19962,Monocytes
19963,Monocytes
19964,Monocytes
19965,Monocytes
19966,Monocytes
19967,Monocytes
19968,Monocytes
19969,T Cells
19970,Monocytes
19971,NK
19972,Monocytes
19973,Monocytes
19974,T Cells
19975,CD8 T Cells
19976,Monocytes
19977,Monocytes
19978,Monocytes
19979,NK
19980,Monocytes
19981,Monocytes
19982,Monocytes
19983,Monocytes
19984,Monocytes
19985,Monocytes
19986,NK
19987,T Cells 
19988,NK
19989,Monocytes
19990,NK
19991,Monocytes
19992,NK
19993,Monocytes
19994,Monocytes
19995,CD8 T Cells
19996,NK
19997,Monocytes
19998,Monocytes
19999,CD8 T Cells
20000,Monocytes
20001,NK
20002,Monocytes
20003,Monocytes
20004,T Cells
20005,Monocytes
20006,Monocytes
20007,T helpers
20008,NK
20009,Monocytes
20010,CD8 T Cells
20011,CD8 T Cells
20012,NK
20013,T Cells
20014,NK
20015,NK
20016,Monocytes
20017,NK
20018,Monocytes
20019,Monocytes
20020,NK
20021,NK
20022,Monocytes
20023,CD8 T Cells
20024,NK
20025,Monocytes
20026,Monocytes
20027,Monocytes
20028,Monocytes
20029,Monocytes
20030,T Cells
20031,Monocytes
20032,Dendritic Cells
20033,Monocytes
20034,T Cells
20035,T Cells 
20036,Monocytes
20037,NK
20038,Monocytes
20039,B Cells
20040,T Cells
20041,T Cells
20042,CD8 T Cells
20043,Monocytes
20044,CD8 T Cells
20045,Monocytes
20046,Monocytes
20047,Monocytes
20048,Monocytes
20049,Monocytes
20050,T Cells
20051,Monocytes
20052,Monocytes
20053,T Cells
20054,Monocytes
20055,Dendritic Cells
20056,NK
20057,NK
20058,Monocytes
20059,Monocytes
20060,Monocytes
20061,NK
20062,Monocytes
20063,Monocytes
20064,NK
20065,Monocytes
20066,Monocytes
20067,NK
20068,CD8 T Cells
20069,CD8 T Cells
20070,Monocytes
20071,NK
20072,CD8 T Cells
20073,Monocytes
20074,Monocytes
20075,NK
20076,Monocytes
20077,NK
20078,Monocytes
20079,T Cells
20080,Monocytes
20081,NK
20082,T Cells
20083,B Cells
20084,Monocytes
20085,T Cells 
20086,Monocytes
20087,NK
20088,None
20089,Monocytes
20090,NK
20091,NK
20092,T Cells
20093,T Cells
20094,Monocytes
20095,Monocytes
20096,T Cells
20097,CD8 T Cells
20098,NK
20099,T Cells
20100,Monocytes
20101,T Cells 
20102,Monocytes
20103,Monocytes
20104,NK
20105,Monocytes
20106,Monocytes
20107,NK
20108,Monocytes
20109,Monocytes
20110,Monocytes
20111,NK
20112,NK
20113,T Cells
20114,CD8 T Cells
20115,Monocytes
20116,NK
20117,Monocytes
20118,CD8 T Cells
20119,Monocytes
20120,Monocytes
20121,Monocytes
20122,Monocytes
20123,Dendritic Cells
20124,NK
20125,T Cells
20126,NK
20127,NK
20128,NK
20129,T Cells
20130,CD8 T Cells
20131,Monocytes
20132,Monocytes
20133,Monocytes
20134,Monocytes
20135,T Cells
20136,Monocytes
20137,Monocytes
20138,Monocytes
20139,Monocytes
20140,T Cells 
20141,NK
20142,Monocytes
20143,NK
20144,Monocytes
20145,Monocytes
20146,CD8 T Cells
20147,Monocytes
20148,Monocytes
20149,NK
20150,Monocytes
20151,NK
20152,Monocytes
20153,Monocytes
20154,Monocytes
20155,Monocytes
20156,NK
20157,B Cells
20158,Dendritic Cells
20159,CD8 T Cells
20160,NK
20161,Monocytes
20162,NK
20163,T Cells
20164,Monocytes
20165,CD8 T Cells
20166,NK
20167,Monocytes
20168,NK
20169,Monocytes
20170,Monocytes
20171,Monocytes
20172,Dendritic Cells
20173,Monocytes
20174,Monocytes
20175,NK
20176,T Cells
20177,T Cells
20178,Monocytes
20179,NK
20180,Monocytes
20181,Dendritic Cells
20182,NK
20183,Monocytes
20184,Monocytes
20185,T Cells 
20186,Monocytes
20187,Monocytes
20188,NK
20189,Monocytes
20190,Monocytes
20191,CD8 T Cells
20192,Monocytes
20193,Monocytes
20194,Monocytes
20195,NK
20196,Monocytes
20197,T helpers
20198,T Cells 
20199,CD8 T Cells
20200,CD8 T Cells
20201,Monocytes
20202,Monocytes
20203,NK
20204,NK
20205,B Cells
20206,Monocytes
20207,NK
20208,Monocytes
20209,Monocytes
20210,T Cells 
20211,Monocytes
20212,CD8 T Cells
20213,T Cells
20214,NK
20215,NK
20216,Monocytes
20217,CD8 T Cells
20218,T Cells 
20219,NK
20220,CD8 T Cells
20221,Dendritic Cells
20222,T helpers
20223,Monocytes
20224,Monocytes
20225,Monocytes
20226,T Cells
20227,NK
20228,Monocytes
20229,Monocytes
20230,T Cells 
20231,Monocytes
20232,CD8 T Cells
20233,Monocytes
20234,Monocytes
20235,Monocytes
20236,Monocytes
20237,CD8 T Cells
20238,CD8 T Cells
20239,Monocytes
20240,T Cells
20241,T Cells 
20242,CD8 T Cells
20243,NK
20244,Monocytes
20245,CD8 T Cells
20246,CD8 T Cells
20247,Monocytes
20248,T Cells
20249,NK
20250,NK
20251,Monocytes
20252,T Cells 
20253,Monocytes
20254,Monocytes
20255,Monocytes
20256,Monocytes
20257,NK
20258,Monocytes
20259,Monocytes
20260,Monocytes
20261,NK
20262,T Cells
20263,B Cells
20264,T Cells
20265,NK
20266,Monocytes
20267,CD8 T Cells
20268,Monocytes
20269,Dendritic Cells
20270,Monocytes
20271,T Cells 
20272,CD8 T Cells
20273,Monocytes
20274,Monocytes
20275,T Cells
20276,T Cells
20277,Monocytes
20278,NK
20279,CD8 T Cells
20280,NK
20281,Monocytes
20282,Monocytes
20283,Monocytes
20284,NK
20285,Monocytes
20286,NK
20287,Monocytes
20288,NK
20289,Dendritic Cells
20290,T Cells
20291,NK
20292,Monocytes
20293,Monocytes
20294,Monocytes
20295,Monocytes
20296,T Cells 
20297,NK
20298,Monocytes
20299,Monocytes
20300,Monocytes
20301,Monocytes
20302,Monocytes
20303,NK
20304,NK
20305,NK
20306,NK
20307,CD8 T Cells
20308,CD8 T Cells
20309,NK
20310,Monocytes
20311,Monocytes
20312,Monocytes
20313,Monocytes
20314,Monocytes
20315,NK
20316,Monocytes
20317,T Cells
20318,Monocytes
20319,Monocytes
20320,Monocytes
20321,B Cells
20322,Monocytes
20323,NK
20324,NK
20325,Monocytes
20326,CD8 T Cells
20327,T Cells 
20328,Monocytes
20329,Monocytes
20330,Monocytes
20331,T Cells 
20332,T Cells 
20333,Monocytes
20334,CD8 T Cells
20335,Monocytes
20336,Monocytes
20337,NK
20338,Monocytes
20339,NK
20340,NK
20341,CD8 T Cells
20342,T Cells
20343,Monocytes
20344,Monocytes
20345,Monocytes
20346,NK
20347,NK
20348,Monocytes
